"FAC.","FACILITY NAME","ACTIVITY TYPE","ACTIVITY DATE","S or U","STAFF INITIALS","NOTES","SERVIC_KEY","FAC KEY","FACILITY TYPE","DAYCARE RED VIOLATIONS","REINSPECTION DUE","s_GUID","s_ColLineage","s_Generation","s_Lineage"
"27dcc180","THE GODDARD SCHOOL","ANNUAL INSPECTION",2017-10-18 0:00:00,"S","EC",,1508353648,,"DAY CARE CENTER",0,,"{C72A6BEB-329D-473A-B0AB-A922C9F5E0B6}",,0,
"27dcc252","SUNSHINE VILLAGE DCC","ANNUAL INSPECTION",2017-10-19 0:00:00,"S","EC",,1508432321,,"DAY CARE CENTER",0,,"{D4BF3BB2-4225-4B82-BD66-058A0AF04435}",,0,
"27dcc160","VOLUNTEERS OF AMERICA/LAKE","ANNUAL INSPECTION",2017-10-19 0:00:00,"S","EC",,1825680622,,"DAY CARE CENTER",0,,"{3F08F152-F917-4A6D-9C69-38F30C505B07}",,0,
"27-7638","WORLD TANNING EXPRESS","ANNUAL INSPECTION",2017-11-02 0:00:00,"S","jg",,1509654523,,"TANNING FACILITY",0,,"{DD4965FC-AA82-4DDC-9755-23B6E05BA9BA}",,0,
"27dcc268","YMCA - UNITED METHODIST CHURCH","ANNUAL INSPECTION",2017-11-03 0:00:00,"S","EC",,1509712427,,"DAY CARE CENTER",0,,"{4BED14DF-C09D-4431-9E09-0D6BADAA6F17}",,0,
"27dcc93","MARGARET'S HOUSE - RIT","ANNUAL INSPECTION",2017-11-17 0:00:00,"U","EC",,1510946073,,"DAY CARE CENTER",1,,"{C676A586-086B-467E-BA14-711975C817CF}",,0,
"27dcc18","CARE A LOT CHILDCARE OF HEN.","ANNUAL INSPECTION",2017-11-17 0:00:00,"S","EC",,127978342,,"DAY CARE CENTER",0,,"{B2D22582-2C8F-4744-B54C-7CE35852D014}",,0,
"27dcc300","JACK N JILL CHILDCARE","ANNUAL INSPECTION",2017-11-17 0:00:00,"S","EC",,1511203564,,"DAY CARE CENTER",0,,"{E4725A7C-F933-469E-B927-F4A162470D12}",,0,
"27dcc118","PINNACLE LUTHERAN DAY CARE","ANNUAL INSPECTION",2017-11-20 0:00:00,"S","EC",,633154429,,"DAY CARE CENTER",0,,"{82FFADE3-3F99-4D74-AF4B-492EB1813A08}",,0,
"27dcc223","JCC SCHOOL AGE PROGRAM","ANNUAL INSPECTION",2017-11-20 0:00:00,"S","EC",,1511270341,,"DAY CARE CENTER",0,,"{ADFB9D5B-53F8-41FB-876F-052DD643B18E}",,0,
"27dcc106","OREGON LEOPOLD","ANNUAL INSPECTION",2017-11-21 0:00:00,"S","EC",,1511295011,,"DAY CARE CENTER",0,,"{7E2731EB-0E30-4941-827F-2866BADB19D0}",,0,
"27dcc86","YMCA CHILDCARE AT LEWIS ST. CENTER","ANNUAL INSPECTION",2017-11-21 0:00:00,"S","EC",,-508862424,,"DAY CARE CENTER",0,,"{FA6EEB5A-FF95-42CD-8560-AADEF12DE767}",,0,
"27-8364","GREATER ROCHESTER FITNESS CENTER","ANNUAL INSPECTION",2017-11-28 0:00:00,"S","jg",,1511893056,,"TANNING FACILITY",0,,"{2204A29B-83AA-4253-B4F3-26FECF16E594}",,0,
"27dcc214","GENERATIONS/CHILI AVE.","COMPLAINT",2017-12-07 0:00:00,"S","jg",,1512748095,,"DAY CARE CENTER",0,,"{F0BC8AE3-6FA9-4372-BEAF-50CC3EB3037B}",,0,
"27dcc93","MARGARET'S HOUSE - RIT","1ST REINSPECTION",2017-12-07 0:00:00,"S","EC",,1512757574,,"DAY CARE CENTER",0,,"{202F81B6-D460-477C-B29A-77CF2E2FE6DA}",,0,
"27dcc287","Hillside Children's Center - Peter Castle FRC","ANNUAL INSPECTION",2018-01-03 0:00:00,"S","EC",,1515004890,,"DAY CARE CENTER",0,,"{F058E09E-6B3A-4AEC-8619-5958EBF850C1}",,0,
"27dcc245","LIVING WATERS CHILD CARE 2","ANNUAL INSPECTION",2018-01-03 0:00:00,"U","EC",,1648699731,,"DAY CARE CENTER",1,,"{CD9413CE-B69F-4084-9979-9B0754F9C156}",,0,
"27dcc24","CHILD TIME/HOOVER DR.","ANNUAL INSPECTION",2018-01-03 0:00:00,"S","jg",,1515015438,,"DAY CARE CENTER",0,,"{7814EB22-56F3-4CC8-B68B-31C5FA9FFEB7}",,0,
"27dcc60","HEADSTART - JEFFERSON AVE.","ANNUAL INSPECTION",2018-01-04 0:00:00,"S","EC",,1515082724,,"DAY CARE CENTER",0,,"{E5E1C62E-D36D-4FEF-B31F-C022E29ED2BE}",,0,
"27dcc136","SOUTHWEST FAMILY YMCA","ANNUAL INSPECTION",2018-01-04 0:00:00,"S",,,1515159434,,"DAY CARE CENTER",0,,"{C8FAF51B-43D6-4DA3-BBC4-47ED5D45E5F1}",,0,
"27dcc163","WESTSIDE FAMLY YMCA DAYCARE","ANNUAL INSPECTION",2018-01-08 0:00:00,"U","EC",,1515507764,,"DAY CARE CENTER",1,,"{61AABF0D-6157-46C0-8892-952E7108908D}",,0,
"27dcc54","GENERATIONS/ST. JOHN'S","ANNUAL INSPECTION",2018-01-09 0:00:00,"S","EC",,1515516055,,"DAY CARE CENTER",0,,"{6B3DD4F0-31F5-48B2-B88E-0C4898356228}",,0,
"27-8541","WORLD GYM GREECE","ANNUAL INSPECTION",2018-01-08 0:00:00,"U","jg",,1515602473,,"TANNING FACILITY",0,,"{2585F597-0D09-44FD-A9AA-0F6FC8AE3ACF}",,0,
"27-8541","WORLD GYM GREECE","COMPLAINT",2018-01-08 0:00:00,"S","jg",,-572885194,,"TANNING FACILITY",0,,"{5A4B374A-B1F8-4666-8FD5-8ECB9562D849}",,0,
"27dcc249","Sunshine Village Day Care","ANNUAL INSPECTION",2018-01-10 0:00:00,"S","EC",,1515615064,,"DAY CARE CENTER",0,,"{DF7C74F0-5A56-4757-A8B6-DF62F5FA8A45}",,0,
"27dcc115","PENFIELD PRESBYTERIAN DAY CARE","ANNUAL INSPECTION",2018-01-11 0:00:00,"S","EC",,1515692803,,"DAY CARE CENTER",0,,"{8C52C335-3DB3-4150-8B34-33301183CF4C}",,0,
"27-7638","WORLD TANNING EXPRESS","ANNUAL INSPECTION",2018-01-08 0:00:00,"U","jg",,1515705538,,"TANNING FACILITY",0,,"{8284A3E8-8425-4818-B962-A27D2FE8F459}",,0,
"27-7638","WORLD TANNING EXPRESS","COMPLAINT",2018-01-08 0:00:00,"S","jg",,-1323912677,,"TANNING FACILITY",0,,"{251AE28C-51E2-4155-B391-0F00B07473EC}",,0,
"27dcc30","CHILDREN'S CENTER OF BRIGHTON #1","ANNUAL INSPECTION",2018-01-11 0:00:00,"U","jg",,-993947456,,"DAY CARE CENTER",0,,"{3C0FAB67-543E-4B29-9617-503352F6E627}",,0,
"27dcc31","CHILDREN'S CENTER OF BRIGHTON #2","ANNUAL INSPECTION",2018-01-11 0:00:00,"U","jg",,-300748351,,"DAY CARE CENTER",0,,"{A531E72C-6F62-470C-99CC-0DB661DE2C8E}",,0,
"27dcc178","HEADSTART/CLIFFORD AVE.","ANNUAL INSPECTION",2018-01-16 0:00:00,"S","EC",,1516125524,,"DAY CARE CENTER",0,,"{76EA7AF9-E489-4CC6-97C4-879C7442A41E}",,0,
"27dcc122","PROMISE LAND CHILD CARE","ANNUAL INSPECTION",2018-01-12 0:00:00,"S","EC",,1051344837,,"DAY CARE CENTER",0,,"{E5AEFE59-3913-431D-AB64-6D170A986917}",,0,
"27dcc301","SMALL WORLD NURSERY","FIELD VISIT",2018-01-17 0:00:00,"S","jg","Facility appears closed. Emailed owner to verify.",1516281896,,"DAY CARE CENTER",0,,"{9B9A9B77-583A-459C-AF51-74B7341FCDD7}",,0,
"27dcc47","FAITH CHILDCARE & NURSERY","ANNUAL INSPECTION",2018-01-17 0:00:00,"S","jg",,-186640631,,"DAY CARE CENTER",0,,"{DE95782F-F84D-4C7E-B5E0-60036C363C82}",,0,
"27dcc59","HEADSTART - HUDSON","ANNUAL INSPECTION",2018-01-18 0:00:00,"S","EC",,1516286782,,"DAY CARE CENTER",0,,"{4EF248E5-8883-481A-B93D-EA55A453100F}",,0,
"27dcc308","EXPRESSIVE BEGINNINGS @ TODDLER'S WORKSHOP","ANNUAL INSPECTION",2018-01-18 0:00:00,"S","jg",,1516367765,,"DAY CARE CENTER",0,,"{67E17233-C470-40A7-993E-4C6B1E7EA98F}",,0,
"27dcc309","EXPRESSIVE BEGINNINGS @ RAILROAD JUNCTION","ANNUAL INSPECTION",2018-01-18 0:00:00,"S","jg",,-1665729742,,"DAY CARE CENTER",0,,"{B93D805D-8E91-42FC-8BE6-976C38D47015}",,0,
"27dcc207","PRIDE AND JOY DAY CARE","ANNUAL INSPECTION",2018-01-19 0:00:00,"S","EC",,1516378601,,"DAY CARE CENTER",0,,"{3791F169-87E8-4552-86C1-669D888B36F8}",,0,
"27dcc85","CREATIVE BEGINNINGS - LAKESIDE","ANNUAL INSPECTION",2018-01-19 0:00:00,"S","jg",,1516389801,,"DAY CARE CENTER",0,,"{0452E36C-A547-45C2-9CC7-9ADB1B23F8ED}",,0,
"27dcc306","FOREVER FRIENDS CHILDCARE","ANNUAL INSPECTION",2018-01-19 0:00:00,"S","jg",,186389686,,"DAY CARE CENTER",0,,"{EE3B6540-CA5B-44F1-8595-607BC605285B}",,0,
"27dcc245","LIVING WATERS CHILD CARE 2","1ST REINSPECTION",2018-01-22 0:00:00,"S","EC",,1516639446,,"DAY CARE CENTER",0,,"{5B7B51C6-FE1E-4353-BC8B-F1EFD786F2A9}",,0,
"27dcc163","WESTSIDE FAMLY YMCA DAYCARE","1ST REINSPECTION",2018-01-22 0:00:00,"S","EC",,573173151,,"DAY CARE CENTER",0,,"{9AF69EBA-E097-46F7-A1E6-04D56DEDBD22}",,0,
"27dcc247","OVER THE RAINBOW KIDS PLACE","ANNUAL INSPECTION",2018-02-05 0:00:00,"S","jg",,1517864726,,"DAY CARE CENTER",0,,"{CC0F2D1E-7000-4EEE-87E3-60806B838607}",,0,
"27-8364","GREATER ROCHESTER FITNESS CENTER","ANNUAL INSPECTION",2018-02-05 0:00:00,"S","jg",,1100530399,,"TANNING FACILITY",0,,"{E0301B5D-A1BC-4037-9F3C-0AA6A9887801}",,0,
"27dcc145","STORYBOOK #2/MAIDEN LANE","ANNUAL INSPECTION",2018-02-06 0:00:00,"S","jg",,1518009537,,"DAY CARE CENTER",0,,"{867FEE65-5030-41B9-B7D4-E8BA05E602DA}",,0,
"27dcc81","THE CHILDREN'S SCHOOL @ URMC-CCLC","ANNUAL INSPECTION",2018-02-07 0:00:00,"U","jg",,1518031290,,"DAY CARE CENTER",0,,"{6B501C6B-F0C8-4296-A4CC-20EEBA9FE670}",,0,
"27dcc240","DOODLE BUGS CHILDREN'S CENTER - CALKINS","ANNUAL INSPECTION",2018-02-07 0:00:00,"S","jg",,-6653517,,"DAY CARE CENTER",0,,"{582E4164-0CA3-4C77-8F2C-649B4D646432}",,0,
"27dcc318","FULL HEART CHILD CARE INC","ANNUAL INSPECTION",2018-02-08 0:00:00,"S","EC",,1518110748,,"DAY CARE CENTER",0,,"{18B80FC9-5A71-48B5-9491-C13385D688DB}",,0,
"27dcc21","CHILD TIME/CALKINS","ANNUAL INSPECTION",2018-02-08 0:00:00,"U","jg",,1518128065,,"DAY CARE CENTER",0,,"{BEC9375B-1806-4B52-8B32-8DF6095AB98F}",,0,
"27-7665","BABE'S UNISEX SALON & SPA","ANNUAL INSPECTION",2018-02-08 0:00:00,"S","jg",,-230738194,,"TANNING FACILITY",0,,"{B8FDB9F2-B657-43FF-A32E-B7F11FFBE205}",,0,
"27-7398","S&S FITNESS","ANNUAL INSPECTION",2018-02-08 0:00:00,"U","jg",,-168395817,,"TANNING FACILITY",0,,"{1318D5E9-8A7B-4D48-AD07-079D56F9AA57}",,0,
"27-7347","CARIBBEAN SUN TANNING","ANNUAL INSPECTION",2018-02-08 0:00:00,"S","jg",,-1302925620,,"TANNING FACILITY",0,,"{48EB4431-56C9-48D3-AAEF-B7BFCCC352EE}",,0,
"27dcc9","BANNER'S CHILD CARE CENTER","ANNUAL INSPECTION",2018-02-09 0:00:00,"U","jg",,1518214410,,"DAY CARE CENTER",0,,"{3A1FBFA5-D9FE-45D4-A945-F565C218E9B6}",,0,
"27dcc221","PEA PODS II CHILD CARE CENTER","ANNUAL INSPECTION",2018-02-12 0:00:00,"S","EC",,1518528820,,"DAY CARE CENTER",0,,"{989AE97C-3DD8-4B9E-9446-54F01288D811}",,0,
"27dcc263","YMCA CHILDCARE CENTER @ FAIRPORT BAPTIST","ANNUAL INSPECTION",2018-02-14 0:00:00,"S","EC",,1518633352,,"DAY CARE CENTER",0,,"{AB59C239-36A5-49EB-BABA-E7087383AFDD}",,0,
"27dcc195","HILTON COMMUNITY DAY CARE","ANNUAL INSPECTION",2016-05-10 0:00:00,"U","JG",,-425540692,,"DAY CARE CENTER",0,,"{C5A30DB6-67EC-46B3-A4F8-B1EC9222E1B0}",,1709,
"27dcc32","KINDER CARE - FAIRPORT","1ST REINSPECTION",2016-05-12 0:00:00,"S","JG",,1463083728,,"DAY CARE CENTER",0,,"{7C40A1A4-B063-4037-879B-B1C9175A7910}",,1709,
"27dcc79","PARTNERS IN COMMUNITY DEVELOPMENT/FAIRPORT","ANNUAL INSPECTION",2016-05-12 0:00:00,"U","JG",,2081603217,,"DAY CARE CENTER",0,,"{6D7C70BE-478D-409B-9D8B-EB501A3A86CE}",,1709,
"27dcc223","JCC SCHOOL AGE PROGRAM","ANNUAL INSPECTION",2016-05-17 0:00:00,"U","JG",,1463580282,,"DAY CARE CENTER",0,,"{FD44CF9D-FFFE-4D83-9B79-8CAD5E3F4E78}",,1709,
"27dcc28","CHILD TIME/PENFIELD","1ST REINSPECTION",2016-05-18 0:00:00,"S","LH",,-1985858170,,"DAY CARE CENTER",0,,"{90AB8BDA-3892-4E50-96B0-8235683AE5AF}",,1709,
"27dcc313","POLKA DOT","PRE-OP INSPECTION",2016-05-18 0:00:00,,"LH",,823774351,,"DAY CARE CENTER",0,2016-06-15 0:00:00,"{52BECAD0-4123-4025-A947-641AECF03EA7}",,1709,
"27-0835","FOREST LAWN MOBILE HOME PARK","1ST REINSPECTION",2016-05-18 0:00:00,"U","JG",,1463669582,,"MOBILE HOME PARK",0,,"{E8B2661C-53CA-4423-8F4E-11AFF9016BCA}",,1709,
"27-0811","EAST AVE MOBILE HOME PARK","1ST REINSPECTION",2016-05-18 0:00:00,"U","JG",,-1355401033,,"MOBILE HOME PARK",0,,"{93F77B14-4664-4532-9F1D-44E8A8B9A1FF}",,1709,
"27dcc21","CHILD TIME/CALKINS","3RD REINSPECTION",2016-05-23 0:00:00,"U","JG",,1464098905,,"DAY CARE CENTER",0,,"{CFED4E49-199E-4DCF-9F59-84166C59AB08}",,1709,
"27dcc296","RISING STARS CHILDCARE CENTER","1ST REINSPECTION",2016-05-19 0:00:00,"U","JG",,-556472922,,"DAY CARE CENTER",0,,"{AB7F8AD7-97B3-44D2-9587-3BE967D7FCC8}",,1709,
"27-6992","VAN PUTTE FARMWORKER HOUSING","1ST REINSPECTION",2016-03-10 0:00:00,"S","JG",,490701359,,"MIGRANT HOUSING",0,,"{7E369EC8-218C-4988-8A42-620C3506B9BA}",,1709,
"27-6992","VAN PUTTE FARMWORKER HOUSING","OPERATIONAL INSPECTION",2016-05-19 0:00:00,"U","JG",,333454404,,"MIGRANT HOUSING",0,,"{5E3595E3-C5F4-44E9-9FE4-0B28B7CDD7D6}",,1709,
"27dcc277","A PLUS CHILDCARE","1ST REINSPECTION",2016-05-25 0:00:00,"S","JG",,1464196929,,"DAY CARE CENTER",0,,"{6471B57A-66B4-40DF-B160-AD7667F5A466}",,1709,
"27dcc68","JACK N' JILL/LONG POND","ANNUAL INSPECTION",2016-05-25 0:00:00,"U","JG",,1763484782,,"DAY CARE CENTER",0,,"{4E0699E9-A6FA-4EA5-A43D-EA2A4E341AEC}",,1709,
"27dcc272","DAYSTAR FOR MEDICALLY FRAGILE CHILDREN","1ST REINSPECTION",2016-05-26 0:00:00,"U","JG",,1464359848,,"DAY CARE CENTER",0,,"{99C27C12-DB6B-4B26-85FC-E0F645638C07}",,1709,
"27-0429","WEBSTER PARK CAMPSITE","ANNUAL INSPECTION",2016-05-26 0:00:00,"U","JG",,-65991543,,"CAMPGROUND",0,,"{896B27C4-9C1C-430E-8BB4-08F06E3FD740}",,1709,
"27-0037","HESS MOBILE HOME PARK","2ND REINSPECTION",2016-05-27 0:00:00,"U","JG",,1464701255,,"MOBILE HOME PARK",0,,"{D9075D85-306B-4DB1-8AA0-4A0252A6415B}",,1709,
,,,,,,,1464869829,,,0,,"{054C1A39-584F-4C4E-AED7-33AC167D76D3}",,1709,
"27-0330","CREATIVE THEMES DAY CAMP","PRE-OP INSPECTION",2016-06-02 0:00:00,"s","sv",,1464893875,,"CHILDREN'S DAY CAMP",0,,"{BE1E143A-6B7C-4531-9F78-11712A2E18F6}",,1709,
"27-6927","TOWN OF WHEATLAND - CAMP at JOHNSON PARK","PRE-OP INSPECTION",2016-06-03 0:00:00,"S","LH",,1150871368,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{56C2922F-8BDB-40EE-8D91-75FED7AB8FCE}",,1709,
"27-7018","MIDTOWN SPORTS CAMP","PRE-OP INSPECTION",2016-06-07 0:00:00,"S","S",,1465313899,,"CHILDREN'S DAY CAMP",0,,"{8F6A613B-71FA-4AE7-BCAA-42919FD8C24E}",,1709,
"27-7196a","TOWN OF HENRIETTA - SHINE PROGRAM JR/SR","OPERATIONAL INSPECTION",2015-08-05 0:00:00,"S","JG",,-2003004398,,"CHILDREN'S TRAVELING DAY CAMP",0,,"{51D8FFA2-A594-4669-AAFA-45956D262564}",,1371,
"27-7196","TOWN OF HENRIETTA - STAR PROGRAM","OPERATIONAL INSPECTION",2015-08-05 0:00:00,"S","JG",,-619826389,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{B43869F0-ABE7-4ADB-8F8F-59C36B54D6A8}",,1371,
"27-6663","ROCHESTER CHRISTIAN REFORMED SUMMERS BEST TWO WEEK","OPERATIONAL INSPECTION",2015-08-05 0:00:00,"S","JG",,2000134288,,"CHILDREN'S DAY CAMP",0,,"{2166741B-B754-4F6D-8C7A-12688502A3BC}",,1371,
"27-7828b","TOWN OF GATES - MEMORIAL PARK","OPERATIONAL INSPECTION",2015-08-05 0:00:00,"U","JG","Saftey plan was not implemented during swimming. Corrected @ inspection. Jrg",1438965175,,"CHILDREN'S DAY CAMP",0,,"{7012F332-101A-4A83-94D9-6BB55F8A2C95}",,1371,
"27-3274","BROCKPORT ECONOLODGE","COMPLAINT",2015-08-07 0:00:00,"U","PR","Bed bugs #238.",1438970080,,"HOTEL/MOTEL",0,,"{30C01B60-ADB0-4C14-A238-4C7E6D7ABE47}",,1371,
"27-8578","SRI VIDYA TEMPLE CAMP","OPERATIONAL INSPECTION",2015-08-07 0:00:00,"S","ES",,1438977125,,"CHILDREN'S OVERNIGHT CAMP",0,,"{D7F89FB2-F1A3-43CB-924A-66E79CB4B252}",,1371,
"27-4973","BURCH MIGRANT LABOR CAMP","OPERATIONAL INSPECTION",2015-08-06 0:00:00,"U","ES",,-49943614,,"MIGRANT HOUSING",0,,"{CE3A20E7-CA05-470B-9E60-82DC21622187}",,1371,
"27-7160","CAMP HACCAMO","PRE-OP INSPECTION",2015-08-07 0:00:00,"U","ES",,1918549275,,"CHILDREN'S PHYSICALLY HANDICAPPED OVERNIGHT CAMP",0,,"{08695386-774E-4338-9A40-81C43D9A9FF6}",,1371,
"27-8325","CAMP LOCUST HILL","OPERATIONAL INSPECTION",2015-08-07 0:00:00,"U","JG",,1438979523,,"CHILDREN'S DAY CAMP",0,,"{47C1BD24-4580-46AE-A18D-EFE4A2E49586}",,1371,
"27-7828c","TOWN OF GATES - LIONS","OPERATIONAL INSPECTION",2015-08-10 0:00:00,"U","JG",,1439233671,,"CHILDREN'S DAY CAMP",0,,"{5A22774E-03CF-4E04-B61E-22ACC728EB82}",,1376,
"27-7828b","TOWN OF GATES - MEMORIAL PARK","OPERATIONAL INSPECTION",2015-08-10 0:00:00,"U","JG",,-527392836,,"CHILDREN'S DAY CAMP",0,,"{5FC9A574-3625-4890-9A81-36567809DF65}",,1376,
"27-6283a","TOWN OF RIGA RECREATION CAMP","OPERATIONAL INSPECTION",2015-08-10 0:00:00,"S","JG",,-1410401267,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{B49EF557-04ED-4F1F-A1B2-BB75AC3A1341}",,1376,
"27DCC71","JCC DAY CARE","ANNUAL INSPECTION",2015-08-10 0:00:00,"U","LH",,1439235890,,"DAY CARE CENTER",3,2015-08-25 0:00:00,"{294467F0-C149-4903-ABAC-3F0207395D77}",,1377,
"27-8046","VINEYARD CHURCH - SUMMER'S BEST","PRE-OP INSPECTION",2015-08-06 0:00:00,"S","SV",,1439293721,,"CHILDREN'S DAY CAMP",0,,"{2E114F45-12A6-4125-98C5-8698B3233744}",,1378,
"27DCC94","RICHARD M. GUON CCC @ MCC","1st REINSPECTION",2015-08-11 0:00:00,"U","LH",,1439306530,,"DAY CARE CENTER",0,,"{CFD62567-0DE4-4C85-B70E-3B35E45CFD5F}",,1379,
"27DCC221","PEA PODS II CHILD CARE CENTER","1st REINSPECTION",2015-08-11 0:00:00,"S","LH",,1439308800,,"DAY CARE CENTER",0,,"{B0EFB29D-FE56-4F88-B13E-EE9A375E4E70}",,1379,
"27DCC306","FOREVER FRIENDS CHILDCARE","PRE-OP INSPECTION",2015-08-11 0:00:00,"U","LH",,1439317695,,"DAY CARE CENTER",0,2015-08-17 0:00:00,"{EC771E62-98F3-45DA-916E-4605BB1EDC1B}",,1379,
"27-5988","U OF R FUN FITNESS CAMP","OPERATIONAL INSPECTION",2015-08-11 0:00:00,"U","JG",,1439385356,,"CHILDREN'S DAY CAMP",0,,"{1ECA06DC-45A1-441B-BBC5-71AAE7D3AE10}",,1381,
"27-6093","MCC SUMMER COLLEGE FOR KIDS","OPERATIONAL INSPECTION",2015-08-11 0:00:00,"S","JG",,1439385744,,"CHILDREN'S DAY CAMP",0,,"{94330A36-DD75-4708-90E8-A357981B0A9C}",,1381,
"27-5040","TOWN OF IRONDEQUOIT EASTMAN -THEME GRADE 1-6","OPERATIONAL INSPECTION",2015-07-10 0:00:00,"S","SV",,-447784244,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{D5891B60-E8E9-4828-BA4C-03019CEFDDA2}",,1307,
"27-7018","MIDTOWN SPORTS CAMP","OPERATIONAL INSPECTION",2015-07-10 0:00:00,"S","SV",,1367752157,,"CHILDREN'S DAY CAMP",0,,"{E9F0AEE0-A4E2-4D37-BC3B-1A38A082E2B6}",,1307,
"27-8667","Brightly Migrant Migrant Labor Camp #2","PRE-OP INSPECTION",2015-07-09 0:00:00,"U","ES",,-1855214813,,"Migrant Labor Camp",0,,"{323D1364-2EDE-4FF4-B706-62E6FB2F7FF6}",,1307,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PRE-OP INSPECTION",2015-07-07 0:00:00,"U","ES",,-1519483096,,"MIGRANT HOUSING",0,,"{4C928743-FDA5-48B9-A62F-0533984B22F6}",,1307,
"27-8628","ROB KOLL'S CORNELL BRAND WRESTLING CAMPS","PRE-OP INSPECTION",2015-07-10 0:00:00,"S","ES",,1675342345,,"CHILDREN'S OVERNIGHT CAMP",0,,"{E5FD330B-F0BD-4A92-97D6-906E37248628}",,1307,
"27-6550","SWEDEN/CLARKSON REC PLAYGROUND","OPERATIONAL INSPECTION",2015-07-10 0:00:00,"S","ES",,80896406,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{52DC96F6-5479-4BBB-8F07-2527DB3E93CB}",,1307,
"27-709a","Town of Brighton Rec/Parks - Council Rock","OPERATIONAL INSPECTION",2015-07-10 0:00:00,"S","JG",,1436559114,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{46D6462C-9093-4FAB-8E50-DC29CEA96D99}",,1307,
"27-709f","Town of Brighton Rec/Parks - TCMS Camp","OPERATIONAL INSPECTION",2015-07-10 0:00:00,"S","JG",,12179651,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{A228CC40-B64D-433E-8E1F-C073A3B76681}",,1307,
"27-6384","TURIN CLUB DAY CAMP","OPERATIONAL INSPECTION",2015-07-13 0:00:00,"s","sv",,1436812912,,"CHILDREN'S DAY CAMP",0,,"{BC3034C7-9F60-45F9-9288-88B6CBFC0500}",,1307,
"27-5065","TOWN OF IRONDEQUOIT - WOODCRAFT","OPERATIONAL INSPECTION",2015-07-13 0:00:00,"S","SV",,-677527119,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{C43C1CB6-B2F9-40D2-ACA8-BE87DCC51019}",,1307,
"27-5659","TOWN OF OGDEN SUMMER CAMP - PINEWAY PONDS K-6","OPERATIONAL INSPECTION",2015-07-13 0:00:00,"S","SV",,1509954078,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{E1D92081-520F-4DAC-9A1D-811ECA2DC227}",,1307,
"27-7020","TOWN OF PENFIELD RECREATION CAMP/SCRIBNER BAY TRAI","OPERATIONAL INSPECTION",2015-07-13 0:00:00,"S","JG",,1436817291,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{4E6B616F-B29B-4280-B44F-0ED3C94D1585}",,1307,
"27-7044","TOWN OF PENFIELD RECREATION CAMP/HARRIS WHALEN PK.","OPERATIONAL INSPECTION",2015-07-13 0:00:00,"S","JG",,-423688848,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{DF9FB9EF-BE67-458B-B671-7358D9150BE9}",,1307,
"27-7057","TOWN OF PENFIELD RECREATION - COMMUNITY CENTER","OPERATIONAL INSPECTION",2015-07-13 0:00:00,"S","JG",,1517720753,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{A3C34C78-A4C2-4B8F-BE91-76D9EF125832}",,1307,
"27-5089","CAMP OPEN ARMS","OPERATIONAL INSPECTION",2015-07-13 0:00:00,"S","JG","Went to Penfield HS to watch swimming.",-407951074,,"CHILDREN'S DAY CAMP",0,,"{1C3D595F-6BB2-402A-9985-598EDB73F198}",,1307,
"27DCC147","SUNSHINE DAY CARE","2nd REINSPECTION",2015-07-13 0:00:00,"U","LH",,1436812589,,"DAY CARE CENTER",0,2015-07-14 0:00:00,"{1A75B8BC-5CC6-4B3F-A8C3-DB29DF3A46CC}",,1314,
"27DCC297","STEPPING STONES LEARNING CENTER","ANNUAL INSPECTION",2015-07-13 0:00:00,"U","LH",,1436816637,,"DAY CARE CENTER",1,2015-07-27 0:00:00,"{6421BD5F-35D0-441B-9DE3-12679BB53FA6}",,1314,
"27-8628","ROB KOLL'S CORNELL BRAND WRESTLING CAMPS","OPERATIONAL INSPECTION",2015-07-14 0:00:00,"S","ES",,1436897832,,"CHILDREN'S OVERNIGHT CAMP",0,,"{4566DF57-9C67-480D-9C1E-7472E21DE01B}",,1315,
"27DCC297","STEPPING STONES LEARNING CENTER","1st REINSPECTION",2015-07-28 0:00:00,"U","LH",,1438087902,,"DAY CARE CENTER",0,,"{EBFE95AB-D5B3-4F54-82E4-C49742394234}",,1354,
"27-709d","Town of Brighton Rec/Parks - Brookside Early Bird","OPERATIONAL INSPECTION",2015-07-28 0:00:00,"S","JG",,1438102138,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{2FC98FAF-1B0C-4FD5-999C-C75F716FBBFA}",,1355,
