"FAC.","OPERATION ID","FACILITY_NAME","FACILITY_ADDRESS","FAC_CITY","FAC_ZIP","ACTIVE","OPERATOR_OWNER","PHONE","OPER_ADDRESS","OPER_CITY","OPER_ZIP","CONTACT","EMAIL_1","EMAIL_2","FAC_TYPE","FOOD SERVICE DESCRIPTION","FOOD SERVICE ESTAB","CATERED","BUILDING AGE","LEAD PROGRAM REF DATE","LEAD INSP DATE","LEAD INSPECTION RESULTS","LEAD CLEARANCE DATE","COMMENTS","ANNUAL INSP","ANNUAL S/U","INSPECTOR","1ST REINSP","1ST REINSP S/U","PARTIAL INSP","CAPACITY","PROFIT","FEE","FEE CODE","COMPLAINT_DATE","DATE_ABATED","SERVICE","DATE_TO_BUS","INVOICE DATE","INVOICE .","MCHDNUMBER","OP_KEY","CAT","SUBCAT","STATUS","PHONENO","PRIMARYOP","Customer acct no","2ND REINSP","2ND REINSP S/U","3RD REINSP","3RD REINSP S/U","FOOD PLAN RECEIPT DATE","FOOD PLAN APPROVAL DATE","FOOD PLAN CORRECTIVE ACTIONS","INSPECTOR CONTACT","2ND ANNUAL INSP","2ND ANNUAL S/U","PRE OP INSPECTION","PRE OP S/U","PART 14-1 PERMIT","s_GUID","ACTIVATION DATE","DEACTIVATION DATE","OPERATOR PHONE","TimeUpdated","Gen_COMMENTS","Gen_FOOD PLAN CORRECTIVE ACTIONS","Gen_FOOD SERVICE DESCRIPTION","s_ColLineage","s_Generation","s_Lineage"
"27DCC10","909162","RICH BEGINNINGS CHILD CARE #1","601 EDGEWOOD AVENUE","ROCHESTER, NY","14618","Yes","RICH BEGINNINGS CHILD CAR","244-3650","601 EDGEWOOD AVENUE","ROCHESTER, NEW YORK","14618","CINDY STURCKEN","cindysturcken@richbeginningschildcare.com",,"DAY CARE CENTER","Bring your own lunch tues.- Fri.
AM/PM snack
Monday only lunch- Meatballs w/sauce, toasted cheese sand., Pizza, Macaroni and cheese, Hot dogs, chicken nuggets, French Toast sticks, chicken noodle soup, mozzarella sticks, veggie bites, fruit cup, salad, tomato soup, pasta","MEDIUM","No","PRE-1978",,1994-03-25 0:00:00,"NO PB HAZARDS",,"2/8/13- Operator requests a variance for the separate fruit/vegetable prep sink. An indirect drain must be installed on the ""sanitizing bay"" of the three bay sink. GR


",2017-03-13 0:00:00,"U","jg",2015-11-06 0:00:00,"U",,116.00,1,$250.00,"DCC4",,,,2014-04-16 0:00:00,,,10,0,,,,,,,,,,,,,,,,,2012-11-26 0:00:00,"S",,"{76C575FC-F9C3-4060-8B78-942A72917446}",,,,,1716,1524,1524,,1716,
"27DCC11","908816","KIDS FIRST CHILD CARE-CLOVER","1101 CLOVER STREET","ROCHESTER, NY","14610","Yes","KIDS FIRST CHILD CARE, INC.","473-3709","1101 CLOVER STREET","ROCHESTER, NEW YORK","14610","CHRISTINE LEE","kidsfirstbrighton@gmail.com",,"DAY CARE CENTER","9/23/2015 - Bring lunch, facility provides milk, yogurt, cereal, canned/pre washed fruits.","LOW","No","PRE-1978",,,,,"2/8/13- No dishwashing at this facility. ""Bring-your-own-lunch"" GR


9/23/2015 Only sinlge service items can be used.  No kitchen that's used by daycare.  They do not use the Church kitchen.  Also no food prep sink, facility agrees to use canned/pre washed produce. Suggested facility ask Church to install air gap in a sink for Food Prep so they can expand menu to include more produce.  They will consider.  LH",2017-10-26 0:00:00,"S","EC",2015-10-15 0:00:00,"U",,90.00,1,$175.00,"DCC3",,,,2014-02-21 0:00:00,,,11,0,,,,,,,,,,,,,,,,,,,,"{23AAD9FA-6B42-4D66-AF7F-5E8B03137F24}",,,,,0,1524,1559,,0,
"27DCC12","908120","BATES-RICH BEGINNINGS CHILD CARE/FAIRPORT","1 HAMILTON RD.","FAIRPORT, NY","14450","Yes","BATES-RICH BEGINNINGS CHILD CAR","223-5510","1 HAMILTON RD.","FAIRPORT, NY","14450","ART & LAURA BATES","bates@batesrichchildcare.com",,"DAY CARE CENTER","9/15/2015 - Bring your own lunch and facility provided fruits/vegetables also makes cakes and zuccinni type breads.","LOW","No","POST-1978",,,,,"9/15/2015 - Facility used reusable dishware and single service and also bakes on-site, cuts up fresh fruits and vegetables.  Facility only has a 2 bay sink, 1 with indirect drain for food prep and no dishwasher.  Facility is required to install 1 more basin to wash, rinse, sanitize all resusable dishes.  Sanitizing basin will be converted to Food Prep sink with indirect drain. No Hand sink in or anywhere near kitchen. Facility will install Hand sink in kitchen.  Owner onsite during inspection and is agreeable to all code required plumbing modifications.  LH",2017-10-31 0:00:00,"S","EC",2015-11-16 0:00:00,"S",,98.00,1,$175.00,"DCC3",,,,2014-04-16 0:00:00,,,12,0,,,,,,,2013-05-16 0:00:00,"S",,,,,,,,,,,,"{8FDB23CB-0966-47D6-8E77-A0A276CDECCE}",,,,,0,1525,1525,,0,
"27DCC177",,"IBERO EXTENDED DAY PROGRAM","938 CLIFFORD AVE.","ROCHESTER, NY","14621","No","IBERO AGENCY","544-6170","777 CLIFFORD AVENUE","ROCHESTER, NEW YORK","14621","RAYMOND SANTIAGO",,,"DAY CARE CENTER",,,,"PRE-1978",,,,,,2012-03-29 0:00:00,"S","PR",,,,133.00,0,$125.00,"DCC9",,,,2012-04-09 0:00:00,,,581,0,,,,,,0,,,,,,,,,,,,,,"{66C96D1C-A6CB-405F-9C53-A0F11E68588E}",,,,,1525,1525,1525,,1525,
"27DCC13",,"BETHESDA CHILD DEVELOPMENT CENTER","1065 CLINTON AVE. NORTH","ROCHESTER, NY","14621","No","BETHESDA CHILD DEVELOPMENT CER","544-1254","1065 CLINTON AVENUE NORTH","ROCHESTER, NEW YORK","14621","JENNIFER HOSTEN",,,"DAY CARE CENTER",,,,,,,,,,2012-03-16 0:00:00,"U","GR",2012-04-16 0:00:00,"S",2011-04-04 0:00:00,109.00,0,$125.00,"DCC9",,,,2012-04-09 0:00:00,,,13,0,,,,,,,,,,,,,,,,,,,,"{AAD0F1CC-4DAA-4CB2-B3E7-F8101141CF41}",,,,,1525,1525,1525,,1525,
"27DCC15","908145","BROCKPORT CHILD CARE CENTER","COOPER CENTER - ADAMS ST.","BROCKPORT, NY","14420","Yes","YANCEY N. DEYOUNG","395-2273","350 NEW CAMPUS DRIVE/COOPER HALL","BROCKPORT, NEW YORK","14420","YANCEY N. DEYOUNG","ydeyoung@brockport.edu","jharriso@brockport.edu","DAY CARE CENTER","Breakfast- milk, toast, english muffins,cereal, waffles, fruit, juice
Lunch- Turkey sloppy joes,Chicken fajitas,oven roasted turkey, vegetable beef and rice soup, smoked turkey sand., veggies, fruit
PM snack- crackers, flour tortillas & bean dip, bread pudding","MEDIUM","No","PRE-1978",,1985-02-08 0:00:00,"PB HAZARDS",,"No reinspection required. ES


Facility has a 3 bay sink, a commercial dishwasher, 2 sinks with an indirect drain and a hand wash sink all located in the kitchen. ES

12/11/2015 Facility does not keep any left overs.  Food is discarded after meals.  Facility will be changed from high risk to medium risk. ES",2017-09-29 0:00:00,"U","jg",2016-12-06 0:00:00,"U",,136.00,0,$125.00,"DCC9",,,,2014-04-16 0:00:00,,,15,0,,,,,,,2015-10-14 0:00:00,"S",,,,,,,2015-12-11 0:00:00,"U",,,,"{3E2900E0-848D-4480-B55F-D02F5F0AA632}",,,,,0,1525,1525,,0,
"27DCC16","908146","BROWNCROFT DAY NURSERY","933 ATLANTIC AVENUE","ROCHESTER, NY","14609","Yes","DANIEL HOFFMAN","288-3271","933 ATLANTIC AVENUE","ROCHESTER, NEW YORK","14609","DANIEL HOFFMAN","jen@browncroftdaycare.com",,"DAY CARE CENTER","Catered by ABVI","MEDIUM","Yes","PRE-1978",,1994-03-09 0:00:00,"PB HAZARDS",,"This facility caters their lunch (ABVI). All meals are served on single-service plates, with single-service utensils. No three bay sink required @ this time.All fruits and vegetables are pre-washed by the caterer. GR

8/26/2015 - Facility had 2 bay plastic utility sink with no indirect drain.  Facility uses both reusable dishes and single service.  Commercial Dish washer high temp dishwasher gauges not working. Code requirement is for 3 bay sink with drain board, 3rd sanitizing sink to be converted to with indirect drain for Food Prep.  LH

9/15/2015 - Owner showed 3 bay sink specs they will be purchasing for installation.  They plan on keeping/fixing dishwasher.  Owner very agreeable to required code plumbing modifications.  Will be installed in early Nov. LH",2017-11-01 0:00:00,"S","EC",2015-09-15 0:00:00,"U",,233.00,1,$330.00,"DCC5",,,,2014-02-21 0:00:00,,,16,0,,,,,,,2015-11-05 0:00:00,"S",,,,,,,,,,,,"{D21AB953-B9F8-405E-9AED-C77A85BBF65C}",,,,,0,1525,1525,,0,
"27DCC18","908148","CARE A LOT CHILDCARE OF HEN.","395 JOHN STREET","ROCHESTER, NY","14623","Yes","ROBERT MOORE","292-4880","395 JOHN STREET","ROCHESTER, NEW YORK","14623","SHANNON RYNKIEWICZ","carealothen@yahoo.com",,"DAY CARE CENTER","B-cereal, bananna bread, pancakes, oatmeal, pancakes, fruit, eng muffin
L-ravioli, chix w/ veggies and rice, hot dog, ham and scalloped pot, sloppy joe, grilled cheese, chix taco, homemade mac and cheese, shells w beef sauce, chix nuggets,meatball sub, baked ham, Juan's spanish rice, cheese pizza, beef goulash, beef stew, vegetables, fruit.","MEDIUM","No","POST-1978",,1993-03-11 0:00:00,"PB HAZARDS",,"Red violation was stem thermometer is needed.  Stem thermometer for high termperatures was present. ES
Sinks that are present are adequate for the food prep. ES


Building was built in 1992.
Asst. Director: Denise, Food Worker: Tonya.

2/9/2015 - Daycare closed end of Dec 2014 Deactivated. LH",2017-11-17 0:00:00,"S","EC",2015-02-19 0:00:00,"S",,178.00,1,$330.00,"DCC5",,,,2014-06-02 0:00:00,,,18,0,,,,,,,,,,,,,,,2015-12-09 0:00:00,"S",,,,"{D85C7349-6E38-4597-8A97-F06ACE58F8F3}",,,,,0,1525,1525,,0,
"27DCC178","908545","HEADSTART/CLIFFORD AVE.","1772 CLIFFORD AVE.","ROCHESTER, NY","14609","Yes","ABC HEADSTART","325-5116","550 EAST MAIN STREET","ROCHESTER, NEW YORK","14604","WILLIAM PORTER","ajones@abcinfo.org","arosado@abcinfo.org","DAY CARE CENTER","Cook and Serve - no cooling and reheating. 
Breakfast- Juice, fruit, cereal, waffles, muffin, milk, english muffin, french toast, biscuit, bagel, pancakes
Lunch- Grilled chicken breast, meatball sub, roasted turkey breast, tossed salad, mashed potatoes, veggies, cheeseburger, lemon chicken breast, mac & cheese, homemade cheese pizza, beef fajita strips, fruit, pasta w/meatballs, mediterranean chicken wrap, tuna boats, diced chicken salad sand., fish patty, salisbury steak, chicken nuggets, BBQ chicken breast, hamburger sliders, turkey hoagie, sloppy joe, chicken strip and broccoli alfredo, ground beef taco
Snack-  scooby snacks, saltines w/cheese, animal crackers, cheese stick, toasted cinnamon pita wedges, pretzel goldfish, graham crackers, nut-free tail mix, vanilla wafers, townhouse crackers, fruit bar","MEDIUM","No",,,,,,"DOES NOT OPERATE IN SUMMER

2/15/13- Operator requests a variance for the separate fruit/vegetable prep sink. A thrid bay must be installed, in series with the existing two-bay sink. An indirect drain must be installed on the sanitizing bay. GR


10/16/2015- 3 Bay sink installed, indirect drain on 3rd basin.  Risk changed to Medium.  Food is cooked and served, no cooling and reheating. LH",2018-01-16 0:00:00,"S","EC",2015-10-07 0:00:00,"U",,136.00,0,$125.00,"DCC9",,,,2014-06-02 0:00:00,,,582,0,,,,,,0,2017-09-27 0:00:00,"S",,,,,,,2014-10-30 0:00:00,"U",,,,"{D2F23334-1D10-4569-A8A8-310D219CF2C6}",,,,,0,1525,1618,,0,
"27DCC19","908152","CARE-A-LOT CHILD CARE","100 PINEWILD DR.","ROCHESTER, NY","14606","Yes","CAROL MOORE","723-0050","100 PINEWILD DRIVE - SUITE A","ROCHESTER, NEW YORK","14606","Ashlee Reed","carealot@frontiernet.net",,"DAY CARE CENTER","B-cereal, bananna bread, pancakes, oatmeal, pancakes, fruit, eng muffin
L-ravioli, chix w/ veggies and rice, hot dog, ham and scalloped pot, sloppy joe, grilled cheese, chix taco, homemade mac and cheese, shells w beef sauce, chix nuggets,meatball sub, baked ham, Juan's spanish rice, cheese pizza, beef goulash, beef stew, vegetables, fruit.","MEDIUM","No","POST-1978",,1998-09-04 0:00:00,"NO PB HAZARDS",,"2/6/13- Operator requests a variance for the separate fruit/vegetable prep sink. An indirect drain must be installed on the third bay of the three bay sink. GR",2017-09-18 0:00:00,"U","jg",2016-12-19 0:00:00,"S",,159.00,1,$330.00,"DCC5",,,,2014-06-02 0:00:00,,,19,0,,,,,,,2013-04-16 0:00:00,"S",,,,,,,2015-12-02 0:00:00,"S",,,,"{36828C15-0FDD-4788-B0D5-EC8BF07DE60F}",,,,,0,1525,1525,,0,
"27DCC20",,"CARE-A-LOT/NORTH","751 LONG POND RD.","ROCHESTER, NY","14612","No","CARE A LOT","723-8030","751 LONG POND ROAD","ROCHESTER, NEW YORK","14612","CAROL MOORE","carealotnorth@yahoo.com",,"DAY CARE CENTER","B-cereal, bananna bread, pancakes, oatmeal, pancakes, fruit, eng muffin
L-ravioli, chix w/ veggies and rice, hot dog, ham and scalloped pot, sloppy joe, grilled cheese, chix taco, homemade mac and cheese, shells w beef sauce, chix nuggets,meatball sub, baked ham, Juan's spanish rice, cheese pizza, beef goulash, beef stew, vegetables, fruit.","HIGH","No",,,1994-03-25 0:00:00,"NO PB HAZARDS",,"This daycare center has a three  bay sink, separate fruit/vegetable prep. Sink (with an indirect drain), and a separate handwash sink. GR",2014-05-27 0:00:00,"S","ES",,,,222.00,1,$330.00,"DCC5",,,,2014-06-02 0:00:00,,,20,0,,,,,,,,,,,,,,,2014-10-27 0:00:00,"S",,,,"{E358E776-9C2F-4BC3-8D9F-15D5F46DFA31}",,2015-02-09 0:00:00,,,1525,1525,1525,,1525,
"27DCC21","908190","CHILD TIME/CALKINS","896 CALKINS ROAD","ROCHESTER, NY","14623","Yes","CHILD TIME, INC.","334-8044","21333 HAGGERTY ROAD - SUITE 300","NOVI, MICHIGAN","48375","CARYN WHITCOMBE","0003@childtime.com",,"DAY CARE CENTER","B-milk, fruit, cereal, bagel, waffle, fruit bar, toast, pancake.
L-chix enchiladas, chix nuggets, turkey tacos, tuna sailboat, hamburger, fish sticks, pasta veggie toss, turkey tortilla wrap, grilled chix breast, saucy beef bake w noodles, eng muffin cheese pizza, veg, fruit.
S-cheese crackers, graham crackers, strawberry waffle snap, soft pretzel,cookies, yogurt, water, milk.","MEDIUM","No","POST-1978",,1985-12-17 0:00:00,"NO PB HAZARDS",,"2/12/2013- The light shielding and stem thermometer have been provided during my reinspection.  Plumbing issues still need to be addressed. GR


Operator requests a variance for the separate fruit/vegetable prep sink. An indirect drain must be installed on the third bay of the three bay sink. GR
5/21/13 TC work not done, work order sent to corp., will call when complete.PR",2018-02-08 0:00:00,"U","jg",2017-03-07 0:00:00,"U",,78.00,1,$175.00,"DCC3",,,,2014-06-02 0:00:00,,,21,0,,,,,,,2017-04-03 0:00:00,"U",2016-05-23 0:00:00,"U",,,,,2014-10-17 0:00:00,"S",,,,"{3F686C12-09D9-4E15-8792-B9AB8817E083}",,,,,0,1525,1525,,0,
"27DCC22","908191","CHILD TIME/DORSEY","400 DORSEY ROAD","ROCHESTER, NY","14616","Yes","CHILD TIME, INC.","621-2290","21333 HAGGERTY ROAD - SUITE 300","NOVI, MICHIGAN","48375","WENDY DETTMER","ahutton@childtime.com",,"DAY CARE CENTER","Breakfast- Milk, fruit, hash browns,cereal, pancakes, biscuits, bagels, oatmeal, english muffins,
Lunch- Turkey ham & potato Casserole, BBQ chicken strips, winter squash pasta, mac&cheese, tuna melt, chicken stuffing bake, baked sweet potatoes & apples, veggies, mexican chicken, brown rice, turkey roll, stuffing, baked beany joe sand., chicken & rice soup, turkey sausage, pancakes
PM snack- milk, fruit, yogurt, juice, cheese slices, bagels, soft pretzles, vanilla wafers, crackers, muffin squares, oatmeal cookies, animal crackers, tortilla","MEDIUM","No","PRE-1978",,1985-09-16 0:00:00,"NO PB HAZARDS",,"2/6/13- Operator requests a variance for the separate fruit/vegetable prep sink. A third bay will need to be installed, and an indirect drain will be required on the sanitizing bay of the three bay sink. GR
5/21/13 TC work not done, work order sent to corp., will call when complete.PR

Director: Amanda Hutton,",2017-08-09 0:00:00,"U","jg",2017-09-19 0:00:00,"U",,88.00,1,$175.00,"DCC3",,,,2014-06-02 0:00:00,,,22,0,,,,,,,,,2013-11-06 0:00:00,"S",,,,,2015-12-10 0:00:00,"U",,,,"{B121EECA-4127-4858-8675-F23D36C32224}",,,,,0,1525,1525,,0,
"27DCC23","908192","CHILD TIME/GARNSEY","585 GARNSEY RD","FAIRPORT, NY","14450","Yes","CHILD TIME, INC.","223-2520","21333 HAGGERTY ROAD - SUITE 300","NOVI, MICHIGAN","48375","Kathy Woodruff","kwoodruff@childtime.com",,"DAY CARE CENTER","11/24/2015 - Facilty cooks and serves food same day.  Limited hotholding and no cooling and reheating.  Risk changed to Medium. LH 
B-fruit, cereal, milk, juice, pancakes, toast, oatmeal.
L-turkey ham and tater tot casserole, hamburgers, mac and cheese, italian beef sandwich, mac and cheese casserole, hot dog, turkey tacos, flour tortillas,fruit, veg. milk.
S-crackers, an. Wafers, graham crackers, wheat toast, cheese slices, water, juice, milk.","MEDIUM","No","PRE-1978",,1994-03-24 0:00:00,"NO PB HAZARDS",,"2/12/2013- All violations have been corrected at the time of the reinspection. GR


1/29/13- Operator requests a variance for the separate fruit/vegetable prep sink. An indirect drain will be required on the third bay of the three bay sink. GR

12/12/17 - TC from Katrina at Child Time in Novi.  Facility now wants to put in new cabinets and counterstops.  Suggested that they should consider putting in a handsink if they planned on updates.  She will request that happens. LH",2017-08-21 0:00:00,"U","EC",2015-05-19 0:00:00,"U",,83.00,1,$175.00,"DCC3",,,,2014-06-02 0:00:00,,,23,0,,,,,,,2017-09-05 0:00:00,"S",,,,,,,2014-10-07 0:00:00,"S",,,,"{358B1266-E6AC-4067-A7F7-BED1B2D1FF6C}",,,,,0,1525,1636,,0,
"27DCC24","908195","CHILD TIME/HOOVER DR.","55 HOOVER DRIVE","ROCHESTER, NY","14615","Yes","CHILD TIME, INC.","621-2448","21333 HAGGERTY ROAD - SUITE 300","NOVI, MICHIGAN","48375","MARISA SCHAEFER","0013@childtime.com",,"DAY CARE CENTER","B-fruit salad, bagel, cereal, biscuit, fruit, milk.
L-ground beef and spanish rice, pilaf, BBQ chix calzone, pizza beef burger, hamburger, sweet chix salad, tuna sailboat, flour tortilla, veg, fruit.
S-milk, water, graham crakcer, yogurt, cereal, cracker, cheese slice.","MEDIUM","No","PRE-1978",,,,,"Operator requests a variance for the fruit/vegetable prep. Sink. An indirect drain will be installed on the third bay of the three bay sink. GR
2/7/13-  All violations have been corrected at the tinme of the reinspection. GR

1/5/2016 Director: Michelle Kraft, Cook: Peggy Nolan ES",2018-01-03 0:00:00,"S","jg",2017-01-31 0:00:00,"S",,126.00,1,$250.00,"DCC4",,,,2014-06-02 0:00:00,,,24,0,,,,,,,2015-04-24 0:00:00,"U",2015-05-06 0:00:00,"S",,,,,2014-11-06 0:00:00,"S",,,,"{ECAFA207-E93E-4219-833A-AAAAEF7294C1}",,,,,0,1525,1525,,0,
"27DCC27","908199","CHILD TIME/N. CHILI","4201 BUFFALO RD.","N. CHILI, NY","14514","Yes","CHILD TIME, INC.","594-8784","21333 HAGGERTY ROAD - SUITE 300","NOVI, MICHIGAN","48375","JENN FRISCH","jfrisch@childtime.com","0007@childtime.com","DAY CARE CENTER","Breakfast- Toasted Oats, Oatmeal, Waffles, Rice Crispies, Pancakes, fruit, milk
Lunch- Chicken nuggets, Pizza Bagels, Mac & Cheese, Hamburgers, Chicken Salad Wrap, Veggies, fruit, Noodles, Whole wheat tortilla
PM snack- Pretzels, Saltines, Animal crackers, cookies, milk","MEDIUM","No","POST-1978",,1994-07-07 0:00:00,"NO PB HAZARDS",,"2/28/13 TC will need more time than the standard 3 month time frame.  Will call when complete.GR",2017-08-25 0:00:00,"S","jg",2016-12-09 0:00:00,"S",,117.00,1,$250.00,"DCC4",,,,2013-01-07 0:00:00,,,27,0,,,,,,,2015-01-20 0:00:00,"S",2013-11-04 0:00:00,"S",,,,,2015-12-15 0:00:00,"U",,,,"{A36BA962-1188-40CA-8CFD-E3378FD2E024}",,,,,0,1525,1525,,0,
"27DCC28","908203","CHILD TIME/PENFIELD","2052 FAIRPORT NINE MILE LINE RD","FAIRPORT, NY","14526","Yes","CHILD TIME, INC.","377-4490","21333 HAGGERTY ROAD - SUITE 300","NOVI, MICHIGAN","48375","ASHLEY KNITTEL","0005@childtime.com",,"DAY CARE CENTER","B-milk, fruit salad, cereal, bagels, pancakes.
L-bean and cheese burrito, eng. Muffin pizza, penne w/ white sauce, black bean pasta bake, macaroni in casserole, pasta veggie toss, turkey sausage, pancakes, teriyaki chix w/ rice, tuna salad sand., chix nuggets, turkey tacos, mac and cheese, hamburger, BBQ chix, sweet and sour chicken, chix salad sand., fish sticks, cheese tortilla wrap, fruit, veg., milk.
S-cheese crackers, cheese slices, crackers, water, soft pretzel, graham crackers, juice, milk
4/8/2015 - No cooling or reheating.  Risk chaged to Medium. LH","MEDIUM","No",,,1985-05-02 0:00:00,"NO PB HAZARDS",,"2/14/13- Stem thermometer and light shields have been provided at the time of my reinspection. Plumbing issues still exist. GR

2/4/13- Stem thermometer not available. Operator requests a variance for the fruit/vegetable prep sink. A third bay must be installed in series with the existing two-bay sink. An indirect drain must be installed on the third bay. GR
5/21/13 TC work not done, work order sent to corp., will call when complete.PR
11/13/17 - Fire in Kitchen.  Facility being remodeled.  Plan review submitted/approved 11/13/2017.  New 3 bay, Food prep and hand sink.  New flooring and new commercial refrigerator to be installed.",2017-08-22 0:00:00,"S","EC",2016-05-18 0:00:00,"S",,79.00,1,$175.00,"DCC3",,,,2013-04-02 0:00:00,,,28,0,,,,,,,,,2013-11-04 0:00:00,"S",2017-11-13 0:00:00,2017-11-13 0:00:00,"NONE","Elise Cade (585) 753-5048",2014-12-03 0:00:00,"S",,,,"{5D0C64DF-3513-4AAC-8D83-48A34B981EC3}",,,,,0,0,1666,,0,
"27DCC29","908225","CHILD'S PLAY","2000 HIGHLAND AVENUE","ROCHESTER, NY","14618","Yes","STEVE MEYERING","442-8868","2000 HIGHLAND AVENUE","ROCHESTER, NEW YORK","14618","STEVE MEYERING","childsplayrochester@ymail.com",,"DAY CARE CENTER","L-chix nuggets, french toast, spaghettios, fish sticks, tuna or PB and J, pizza, shell macaroni w/butter, bologna sand., ham slice, mac and cheese, rice w/ butter, veg., fruit, milk.","MEDIUM","No",,,1986-01-28 0:00:00,"NO PB HAZARDS",,"No Food Prep Sink w/ indirect drain.  Waiver as longer as operator agrees to use only pre-washed/frozen/canned fruits, vegetables.",2017-10-26 0:00:00,"S","EC",2015-03-17 0:00:00,"S",,26.00,1,$130.00,"DCC2",,,,2013-01-07 0:00:00,,,29,0,,,,,,,,,,,,,,,2014-12-02 0:00:00,"S",,,,"{E5AED17E-13FC-4B52-9110-95C9C07441C8}",,,,,0,1526,1526,,0,
"27DCC30","908206","CHILDREN'S CENTER OF BRIGHTON #1","2501 LAC DEVILLE BLVD.","ROCHESTER, NY","14618","Yes","BEVERLY MALOWITZ","442-7400","2501 LACDEVILLE BOULEVARD","ROCHESTER, NEW YORK","14618","KATHY HARMON","mmalowitz@childrenscenter.net","scinquino@childrenscenter.net","DAY CARE CENTER","B-cereal, milk, fruit, baked apples, graham crackers w/ cream cheese, sheese stick, saltines w/ PB and J, blueberry bread, rice cakes, cinnamon bread, pumpkin bread.
L-cheese ravioli, chix salad sand, rice w/ ground turkey and sauce, french toast, mac and cheese, veggie burger, baked chix, veggie lasagna, grilled cheese, tom soup, sweet and sour turkey meatballs, vegetarian chix patty, vegetarian meatballs, salad, spanikopita, taco, tortellini.
S-yogurt w/ blueberries, vanilla ice cream, fruit salad, animal crackers, juice, milk, pretzels, cheese its, rice cakes, melon mix, home made cinnamon stix, pita chips w/ cheese.","MEDIUM","No","POST-1978",,1988-02-09 0:00:00,"NO PB HAZARDS",,"Lead levels >1.0 found in multiple locations inside of the establsihment.  See file.

Blue violations have been corrected. The operator has repaired the ""warming"" cabinet. (See attached invoice from Duffy's Food Equipment Service & Parts) New element and blower installed on 12/21/12. GR",2018-01-11 0:00:00,"U","jg",2017-02-07 0:00:00,"U",,138.00,1,$250.00,"DCC4",,,,2014-07-22 0:00:00,,,30,0,,,,,,,,,,,,,,,2014-10-20 0:00:00,"S",,,,"{9C7A83DC-A921-48C1-82B4-9171AC983DB9}",,,,,0,1526,1526,,0,
